inventory,writer,count,source,destination,year,date,r_date,language,notes
DvdM_558-089,"Janssen van der Meulen, Peeter",1,Amsterdam,Leiden,1594,15940611,15940611,Dutch,
DvdM_558-090,"Janssen van der Meulen, Peeter",1,Amsterdam,Leiden,1594,15940619,15940620,Dutch,
DvdM_558-091,"Janssen van der Meulen, Peeter",1,Amsterdam,Leiden,1594,15940621,15940621,Dutch,
DvdM_558-092,"Janssen van der Meulen, Peeter",1,Haarlem,Leiden,1594,15940622,15940622,Dutch,
DvdM_270-09,"Della Faille, Gio",1,Antwerp,Leiden,1594,15940623,15940701,Italian,
DvdM_558-093,"Janssen van der Meulen, Peeter",1,Haarlem,Leiden,1594,15940629,15940629,Dutch,
DvdM_347,"Della Faille, Steven",1,Haarlem,Leiden,1594,15940704,15940704,Dutch,Daniel answered this letter ‘met woorden’
DvdM_558-095,"Janssen van der Meulen, Peeter",1,Amsterdam,Leiden,1594,15940705,15940706,Dutch,
DvdM_558-096,"Janssen van der Meulen, Peeter",1,Amsterdam,Leiden,1594,15940706,15940706,Dutch,
DvdM_558-097,"Janssen van der Meulen, Peeter",1,Amsterdam,Leiden,1594,15940707,15940707,Dutch,
DvdM_622-014,"Schot, Hans",1,Haarlem,Leiden,1594,15940712,NA,Dutch,
DvdM_622-015,"Schot, Hans",1,Haarlem,Leiden,1594,15940716,15940716,Dutch,
DvdM_270-10,"Della Faille, Gio",1,Antwerp,Leiden,1594,15940721,NA,Italian,
DvdM_453-06,"Pierens, Gillis",1,Amsterdam,Leiden,1594,15940723,15940723,French,
DvdM_622-016,"Schot, Hans",1,Haarlem,Leiden,1594,15940725,15940725,Dutch,
DvdM_622-017,"Schot, Hans",1,Haarlem,Leiden,1594,15940726,15940726,Dutch,
DvdM_453-07,"Della Faille, Jacques",1,Haarlem,Leiden,1594,15940815,15940815,Dutch,Not clear how Gillis Pierens is involved in the letter.
DvdM_269-05,"Della Faille, Hester",1,Leiden,Antwerp,1594,15940827,NA,Dutch,
DvdM_553-06,"Hoest, Mattheus de",1,Leiden,Antwerp,1594,15940829,15940910,Dutch,
DvdM_622-018,"Schot, Hans",1,Haarlem,Antwerp,1594,15940831,15940908,Dutch,
DvdM_269-06,"Della Faille, Hester",1,Leiden,Antwerp,1594,15940904,NA,Dutch,
DvdM_553-07,"Hoest, Mattheus de",1,Leiden,Antwerp,1594,15940916,15940923,Dutch,
DvdM_622-019,"Schot, Hans",1,Haarlem,Antwerp,1594,15940918,15940926,Dutch,
DvdM_453-08,"Pierens, Gillis",1,Haarlem,Leiden,1594,15940919,15940919,Dutch,Addressed to Hester. Not clear how Gillis Pierens is involved in the letter.
DvdM_269-07,"Della Faille, Hester",1,Leiden,Antwerp,1594,15940921,15940928,Dutch,
DvdM_274-46,"Della Faille, Marten",1,Brussels,Antwerp,1594,15940926,15940927,Dutch,Daniel responds to this letter with DvdM 274-47 with a letter to Brussels.
DvdM_269-08,"Della Faille, Hester",1,Leiden,Antwerp,1594,15941005,NA,Dutch,
DvdM_269-09,"Della Faille, Hester",1,Leiden,Antwerp,1594,15941012,NA,Dutch,
DvdM_558-098–99,"Janssen van der Meulen, Peeter",1,Stockholm,Leiden,1594,15941014,15941104,Dutch,
DvdM_270-11,"Della Faille, Gio",1,Antwerp,Leiden,1594,15941020,15941027,Italian,
DvdM_274-48,"Della Faille, Marten",1,Antwerp,Leiden,1594,15941028,15941109,Dutch,
DvdM_274-49,"Della Faille, Marten",1,Antwerp,Leiden,1594,15941031,15941109,Dutch,
DvdM_274-50,"Della Faille, Marten",1,Antwerp,Leiden,1594,15941107,15941118,Dutch,
DvdM_622-020/21,"Schot, Hans",1,Haarlem,Leiden,1594,15941109,15941109,Dutch,
DvdM_453-09,"Pierens, Gillis",1,Huisduinen,Bremen,1594,15941129,NA,Dutch,
DvdM_622-023,"Schot, Hans",1,Haarlem,Bremen,1594,15941214,15941228,Dutch,
DvdM_269-10,"Della Faille, Hester",1,Leiden,Bremen,1594,15941219,15941230,Dutch,Changed received date to old style
DvdM_553-08,"Hoest, Mattheus de",1,Leiden,Bremen,1595,15950120,15950201,Dutch,
DvdM_274-51,"Della Faille, Marten",1,Antwerp,Leiden,1595,15950222,15950226,Dutch,
DvdM_615,"Pierens, Gillis",1,Morocco,Leiden,1595,15950317,NA,Dutch,
DvdM_622-024,"Schot, Hans",1,The Hague,Leiden,1595,15950321,15950321,Dutch,
DvdM_265-01,"Della Faille, Andries",1,Middelburg,Leiden,1595,15950324,15950328,Dutch,
DvdM_271-01,"Della Faille, Jan de Carlo",1,Antwerp,Leiden,1595,15950403,15950407,Dutch,
DvdM_622-025,"Schot, Hans",1,Middelburg,Leiden,1595,15950412,15950416,Dutch,
DvdM_309-01,"Anthonissen, Dierick",1,Haarlem,Leiden,1595,15950412,15950412,,
DvdM_265-02,"Della Faille, Andries",1,Middelburg,Leiden,1595,15950414,15950422,Dutch,
DvdM_270-12,"Della Faille, Gio",1,Antwerp,Leiden,1595,15950415,15950422,Dutch,
DvdM_274-52,"Della Faille, Marten",1,Antwerp,Leiden,1595,15950425,15950502,Dutch,
DvdM_265-03,"Della Faille, Andries",1,Middelburg,Leiden,1595,15950426,15950428,Dutch,
DvdM_265-04,"Della Faille, Andries",1,Middelburg,Leiden,1595,15950428,NA,Dutch,
DvdM_622-026,"Schot, Hans",1,Middelburg,Leiden,1595,15950526,15950528,Dutch,
DvdM_622-027,"Schot, Hans",1,Middelburg,Leiden,1595,15950615,15950617,Dutch,
DvdM_265-05,"Della Faille, Andries",1,Middelburg,Leiden,1595,15950616,15950619,Dutch,
DvdM_622-028,"Schot, Hans",1,Middelburg,Leiden,1595,15950624,15950627,Dutch,
DvdM_622-029,"Schot, Hans",1,Middelburg,Leiden,1595,15950628,15950629,Dutch,
DvdM_553-09,"Hoest, Mattheus de",1,Leiden,Haarlem,1595,15950705,NA,Dutch,To the house of Jacques della Faille
DvdM_622-030/31,"Schot, Hans",1,Middelburg,Leiden,1595,15950713,15950720,Dutch,
DvdM_622-032,"Schot, Hans",1,Middelburg,Leiden,1595,15950713,15950717,Dutch,
DvdM_622-033/34,"Schot, Hans",1,Middelburg,Leiden,1595,15950715,15950720,Dutch,
DvdM_622-035,"Schot, Hans",1,Middelburg,Leiden,1595,15950719,15950720,Dutch,
DvdM_622-036,"Schot, Hans",1,Middelburg,Leiden,1595,15950812,15950817,Dutch,
DvdM_622-037,"Schot, Hans",1,Middelburg,Leiden,1595,15950812,15950812,Dutch,
DvdM_622-038,"Schot, Hans",1,Middelburg,Leiden,1595,15950818,15950819,Dutch,
DvdM_622-039,"Schot, Hans",1,Middelburg,Leiden,1595,15950818,15950819,Dutch,
DvdM_622-040,"Schot, Hans",1,Middelburg,Leiden,1595,15950819,NA,Dutch,
DvdM_537-03,"Della Faille, Gillis",1,"Gravesend, UK",Leiden,1595,15950824,15950831,Dutch,
DvdM_622-041,"Schot, Hans",1,Middelburg,Leiden,1595,15950825,15950826,Dutch,
DvdM_622-042,"Schot, Hans",1,Middelburg,Leiden,1595,15950901,15950911,Dutch,
DvdM_622-043,"Schot, Hans",1,Middelburg,Leiden,1595,15950901,15950911,Dutch,
DvdM_622-044,"Schot, Hans",1,Middelburg,Leiden,1595,15950902,15950904,Dutch,
DvdM_270-13,"Della Faille, Gio",1,Antwerp,Leiden,1595,15950906,15950912,Dutch,
DvdM_622-045,"Schot, Hans",1,Middelburg,Leiden,1595,15950908,15950911,Dutch,
DvdM_269-11,"Della Faille, Hester",1,Leiden,Haarlem,1595,15950918,15950918,Dutch,
DvdM_622-046,"Schot, Hans",1,Middelburg,Leiden,1595,15950922,15950927,Dutch,
DvdM_622-047,"Schot, Hans",1,Middelburg,Leiden,1595,15951004,15951006,Dutch,
DvdM_622-048,"Schot, Hans",1,Middelburg,Leiden,1595,15951015,15951019,Dutch,
DvdM_622-049,"Schot, Hans",1,Middelburg,Leiden,1595,15951019,15951025,Dutch,
DvdM_265-06,"Della Faille, Andries",1,Middelburg,Leiden,1595,15951020,15950227,Dutch,
DvdM_265-07,"Della Faille, Andries",1,Middelburg,Leiden,1595,15951025,15951027,Dutch,
DvdM_622-050,"Schot, Hans",1,Middelburg,Leiden,1595,15951025,15951027,Dutch,
DvdM_622-051,"Schot, Hans",1,Middelburg,Leiden,1595,15951030,15951108,Dutch,
DvdM_274-53/54,"Della Faille, Marten",1,Antwerp,Leiden,1595,15951101,15951106,Dutch,
DvdM_622-052,"Schot, Hans",1,Middelburg,Leiden,1595,15951109,15951112,Dutch,
DvdM_622-053,"Schot, Hans",1,Middelburg,Leiden,1595,15951112,15951116,Dutch,
DvdM_622-054,"Schot, Hans",1,Middelburg,Leiden,1595,15951116,15951120,Dutch,
DvdM_622-055,"Schot, Hans",1,Middelburg,Leiden,1595,15951123,NA,Dutch,
DvdM_622-056,"Schot, Hans",1,Middelburg,Leiden,1595,15951125,15951129,Dutch,
DvdM_622-057,"Schot, Hans",1,Middelburg,Leiden,1595,15951128,15951201,Dutch,
DvdM_265-08,"Della Faille, Andries",1,Middelburg,Leiden,1595,15951130,15951207,Dutch,
DvdM_622-058,"Schot, Hans",1,Middelburg,Leiden,1595,15951202,15951206,Dutch,
DvdM_622-059,"Schot, Hans",1,Middelburg,Leiden,1595,15951205,NA,Dutch,
DvdM_622-060,"Schot, Hans",1,Middelburg,Leiden,1595,15951211,15951215,Dutch,
DvdM_622-061,"Schot, Hans",1,Middelburg,Leiden,1595,15951213,15951219,Dutch,
DvdM_622-062,"Schot, Hans",1,Middelburg,Leiden,1595,15951213,15951219,Dutch,
DvdM_622-063,"Schot, Hans",1,Middelburg,Leiden,1595,15951223,15951230,Dutch,
DvdM_622-064,"Schot, Hans",1,Middelburg,Leiden,1595,15951224,15951230,Dutch,
DvdM_271-02,"Della Faille, Jan de Carlo",1,Antwerp,Leiden,1595,15951231,15960111,Dutch,
DvdM_622-065,"Schot, Hans",1,Middelburg,Leiden,1596,15960102,15960104,Dutch,
DvdM_622-066,"Schot, Hans",1,Middelburg,Leiden,1596,15960108,15960113,Dutch,
DvdM_622-067,"Schot, Hans",1,Middelburg,Leiden,1596,15960111,15960116,Dutch,
DvdM_270-14,"Della Faille, Gio",1,Antwerp,Leiden,1596,15960112,15960120,Dutch,
DvdM_622-068,"Schot, Hans",1,Middelburg,Leiden,1596,15960113,15960116,Dutch,
DvdM_622-069,"Schot, Hans",1,Middelburg,Leiden,1596,15960113,15960116,Dutch,
DvdM_622-070,"Schot, Hans",1,Middelburg,Leiden,1596,15960120,15960122,Dutch,
DvdM_622-072,"Schot, Hans",1,Middelburg,Leiden,1596,15960124,15960128,Dutch,
DvdM_622-073,"Schot, Hans",1,Middelburg,Leiden,1596,15960131,15960204,Dutch,
DvdM_622-074,"Schot, Hans",1,Middelburg,Leiden,1596,15960201,15960211,Dutch,
DvdM_622-076/77,"Schot, Hans",1,Middelburg,Leiden,1596,15960207,15960211,Dutch,
DvdM_622-078,"Schot, Hans",1,Middelburg,Leiden,1596,15960209,15960211,Dutch,
DvdM_622-079,"Schot, Hans",1,Middelburg,Leiden,1596,15960215,15960218,Dutch,
DvdM_622-080,"Schot, Hans",1,Middelburg,Leiden,1596,15960220,15960222,Dutch,
DvdM_274-55,"Della Faille, Marten",1,Ghent,Leiden,1596,15960226,15960308,Dutch,
DvdM_622-081,"Schot, Hans",1,Middelburg,Leiden,1596,15960227,15960308,Dutch,
DvdM_622-082,"Schot, Hans",1,Middelburg,Leiden,1596,15960229,NA,Dutch,
DvdM_622-083,"Schot, Hans",1,Middelburg,Leiden,1596,15960302,15960302,Dutch,
DvdM_271-03,"Della Faille, Jan de Carlo",1,Antwerp,Leiden,1596,15960307,15960313,Dutch,
DvdM_622-084,"Schot, Hans",1,Middelburg,Leiden,1596,15960310,15960313,Dutch,
DvdM_266,"Della Faille, Charles",1,Rotterdam,Leiden,1596,15960310,15960310,French,
DvdM_582-1,"Lincklaes, Wynant",1,Leiden,Amsterdam,1596,15960313,15960314,Dutch,
DvdM_622-085,"Schot, Hans",1,Middelburg,Leiden,1596,15960313,15960318,Dutch,
DvdM_622-086,"Schot, Hans",1,Middelburg,Leiden,1596,15960314,15960316,Dutch,
DvdM_315-01,"Beaulieu, Charles de",1,The Hague,Leiden,1596,15960314,NA,,
DvdM_315-02,"Beaulieu, Charles de",1,The Hague,Leiden,1596,15960315,NA,,"Received date is unclear, so I left it as NA."
DvdM_622-087,"Schot, Hans",1,Middelburg,Leiden,1596,15960317,15960320,Dutch,
DvdM_622-088,"Schot, Hans",1,Middelburg,Leiden,1596,15960319,15960322,Dutch,
DvdM_622-089,"Schot, Hans",1,Middelburg,Leiden,1596,15960324,15960327,Dutch,
DvdM_312,"Balochius, Franciscus",1,Salins-les-Bains,Leiden,1596,15960325,NA,Dutch,
DvdM_622-090,"Schot, Hans",1,Middelburg,Leiden,1596,15960328,15960331,Dutch,
DvdM_622-091,"Schot, Hans",1,Middelburg,Leiden,1596,15960330,15960403,Dutch,
DvdM_622-092,"Schot, Hans",1,Middelburg,Leiden,1596,15960409,15960410,Dutch,
DvdM_622-093,"Schot, Hans",1,Middelburg,Leiden,1596,15960418,15960421,Dutch,
DvdM_622-094,"Schot, Hans",1,Middelburg,Leiden,1596,15960421,15960423,Dutch,
DvdM_269-12,"Della Faille, Hester",1,Leiden,Haarlem,1596,15960422,15960422,Dutch,
DvdM_622-095,"Schot, Hans",1,Middelburg,Leiden,1596,15960425,15960428,Dutch,
DvdM_622-096,"Schot, Hans",1,Middelburg,Leiden,1596,15960426,15960428,Dutch,
DvdM_622-097,"Schot, Hans",1,Middelburg,Leiden,1596,15960510,15960511,Dutch,
DvdM_622-098,"Schot, Hans",1,Middelburg,Leiden,1596,15960517,15960522,Dutch,
DvdM_622-099,"Schot, Hans",1,Middelburg,Leiden,1596,15960517,15960527,Dutch,
DvdM_622-100,"Schot, Hans",1,Middelburg,Leiden,1596,15960519,15960522,Dutch,
DvdM_537-04,"Della Faille, Gillis",1,Haarlem,Leiden,1596,15960528,15960529,Dutch,
DvdM_622-101,"Schot, Hans",1,Middelburg,Leiden,1596,15960530,NA,Dutch,
DvdM_622-102,"Schot, Hans",1,Middelburg,Leiden,1596,15960603,15960604,Dutch,
DvdM_537-05,"Della Faille, Gillis",1,Haarlem,Leiden,1596,15960607,15960607,Dutch,
DvdM_271-04,"Della Faille, Jan de Carlo",1,Antwerp,Leiden,1596,15960610,NA,Dutch,
DvdM_622-103,"Schot, Hans",1,Middelburg,Leiden,1596,15960612,15960615,Dutch,
DvdM_622-104,"Schot, Hans",1,Middelburg,Leiden,1596,15960614,15960615,Dutch,
DvdM_622-105,"Schot, Hans",1,Middelburg,Leiden,1596,15960616,NA,Dutch,
DvdM_622-108,"Schot, Hans",1,Middelburg,Leiden,1596,15960619,15960623,Dutch,
DvdM_622-109,"Schot, Hans",1,Middelburg,Leiden,1596,15960623,15960626,Dutch,
DvdM_622-110,"Schot, Hans",1,Middelburg,Leiden,1596,15960629,15960701,Dutch,
DvdM_622-111,"Schot, Hans",1,Middelburg,Leiden,1596,15960713,15960714,Dutch,
DvdM_622-112,"Schot, Hans",1,Middelburg,Leiden,1596,15960714,15960718,Dutch,
DvdM_582-2,"Lincklaes, Wynant",1,The Hague,Leiden,1596,15960715,15960715,Dutch,
DvdM_582-3,"Lincklaes, Wynant",1,The Hague,Leiden,1596,15960716,15960716,Dutch,
DvdM_622-113,"Schot, Hans",1,Middelburg,Leiden,1596,15960716,15960718,Dutch,
DvdM_622-114,"Schot, Hans",1,Middelburg,Leiden,1596,15960720,15960725,Dutch,
DvdM_622-115,"Schot, Hans",1,Haarlem,Leiden,1596,15960725,15960725,Dutch,
DvdM_622-116,"Schot, Hans",1,Amsterdam,Leiden,1596,15960726,15960726,Dutch,
DvdM_622-117,"Schot, Hans",1,Amsterdam,Leiden,1596,15960726,15960726,Dutch,
DvdM_622-118,"Schot, Hans",1,Amsterdam,Leiden,1596,15960729,15960730,Dutch,
DvdM_622-119,"Schot, Hans",1,Haarlem,Leiden,1596,15960803,15960803,Dutch,
DvdM_622-120,"Schot, Hans",1,Middelburg,Leiden,1596,15960817,15960820,Dutch,
DvdM_622-121,"Schot, Hans",1,Middelburg,Leiden,1596,15960823,15960825,Dutch,
DvdM_622-122,"Schot, Hans",1,Middelburg,Leiden,1596,15960824,15960826,Dutch,
DvdM_622-123/124,"Schot, Hans",1,Middelburg,Leiden,1596,15960905,15960907,Dutch,
DvdM_622-125,"Schot, Hans",1,Middelburg,Leiden,1596,15960907,15960909,Dutch,
DvdM_622-126,"Schot, Hans",1,Middelburg,Leiden,1596,15960912,15960916,Dutch,
DvdM_622-127/128,"Schot, Hans",1,Middelburg,Leiden,1596,15960923,15960924,Dutch,
DvdM_622-129,"Schot, Hans",1,Middelburg,Leiden,1596,15960928,15960930,Dutch,
DvdM_622-130,"Schot, Hans",1,Middelburg,Leiden,1596,15960929,15961004,Dutch,
DvdM_622-131/132,"Schot, Hans",1,Middelburg,Leiden,1596,15961002,15961005,Dutch,
DvdM_622-133,"Schot, Hans",1,Middelburg,Leiden,1596,15961005,15961011,Dutch,
DvdM_622-134,"Schot, Hans",1,Middelburg,Leiden,1596,15961008,15961010,Dutch,
DvdM_622-135,"Schot, Hans",1,Middelburg,Leiden,1596,15961018,15961021,Dutch,
DvdM_655-01,"Badonere, J.",1,Frankfurt,Leiden,1596,15961018,15961108,,
DvdM_622-136,"Schot, Hans",1,Middelburg,Leiden,1596,15961022,15961025,Dutch,
DvdM_622-137,"Schot, Hans",1,Middelburg,Leiden,1596,15961024,15961028,Dutch,
DvdM_346-01,"Della Faille, Cornelis",1,Staden,Leiden,1596,15961025,15970124,Italian,Changed sent date to new style
DvdM_622-138,"Schot, Hans",1,Middelburg,Leiden,1596,15961028,15961102,Dutch,
DvdM_275-01,"Della Faille, David",1,Delft,Leiden,1596,15961106,15961108,Dutch,
DvdM_622-139,"Schot, Hans",1,Middelburg,Leiden,1596,15961106,15961109,Dutch,
DvdM_622-140,"Schot, Hans",1,Middelburg,Leiden,1596,15961107,15961111,Dutch,
DvdM_622-141,"Schot, Hans",1,Middelburg,Leiden,1596,15961113,15961117,Dutch,
DvdM_275-02,"Della Faille, David",1,Delft,Leiden,1596,15961118,NA,Dutch,
DvdM_622-142,"Schot, Hans",1,Middelburg,Leiden,1596,15961130,15961203,Dutch,
DvdM_622-143,"Schot, Hans",1,Middelburg,Leiden,1596,15961202,15961205,Dutch,
DvdM_271-05,"Della Faille, Jan de Carlo",1,Antwerp,Leiden,1596,15961206,15961214,Dutch,
DvdM_622-144,"Schot, Hans",1,Middelburg,Leiden,1596,15961206,15961209,Dutch,
DvdM_622-145,"Schot, Hans",1,Middelburg,Leiden,1596,15961212,15961215,Dutch,
DvdM_622-146,"Schot, Hans",1,Middelburg,Leiden,1596,15961216,15961218,Dutch,
DvdM_517,"Beaulieu, Daniel de",1,Amsterdam,Leiden,1596,15961224,15970102,Dutch,
DvdM_655-03,"Badonere, J.",1,Rouen,Leiden,1596,15961228,15970114,,
DvdM_622-147,"Schot, Hans",1,Middelburg,Leiden,1596,15961229,15970103,Dutch,
DvdM_622-148,"Schot, Hans",1,Middelburg,Leiden,1597,15970110,15970112,Dutch,
DvdM_622-149,"Schot, Hans",1,Middelburg,Leiden,1597,15970121,15970124,Dutch,
DvdM_537-06,"Della Faille, Gillis",1,Amsterdam,Leiden,1597,15970123,15970125,Dutch,
DvdM_622-150,"Schot, Hans",1,Middelburg,Leiden,1597,15970125,15970127,Dutch,
DvdM_622-151,"Schot, Hans",1,Middelburg,Leiden,1597,15970130,15970203,Dutch,
DvdM_622-152,"Schot, Hans",1,Middelburg,Leiden,1597,15970205,15970207,Dutch,
DvdM_622-153,"Schot, Hans",1,Middelburg,Leiden,1597,15970210,15970216,Dutch,
DvdM_622-154,"Schot, Hans",1,Middelburg,Leiden,1597,15970215,15970219,Dutch,
DvdM_622-155,"Schot, Hans",1,Middelburg,Leiden,1597,15970223,15970301,Dutch,
DvdM_271-06,"Della Faille, Jan de Carlo",1,Antwerp,Leiden,1597,15970225,15970302,Dutch,
DvdM_622-156,"Schot, Hans",1,Middelburg,Leiden,1597,15970228,15970303,Dutch,
DvdM_270-15,"Della Faille, Gio",1,Antwerp,Leiden,1597,15970301,15970305,Dutch,
DvdM_622-157,"Schot, Hans",1,Middelburg,Leiden,1597,15970304,15970304,Dutch,
DvdM_275-04,"Della Faille, David",1,Delft,Leiden,1597,15970306,15970308,Dutch,
DvdM_622-159,"Schot, Hans",1,Middelburg,Leiden,1597,15970311,15970314,Dutch,
DvdM_622-160,"Schot, Hans",1,Middelburg,Leiden,1597,15970319,15970324,Dutch,
DvdM_622-161,"Schot, Hans",1,Middelburg,Leiden,1597,15970322,15970325,Dutch,
DvdM_270-16,"Della Faille, Gio",1,Antwerp,Leiden,1597,15970331,15970406,Dutch,
DvdM_622-162,"Schot, Hans",1,Middelburg,Leiden,1597,15970414,15970417,Dutch,
DvdM_622-163,"Schot, Hans",1,Middelburg,Leiden,1597,15970417,15970422,Dutch,
DvdM_622-164,"Schot, Hans",1,Middelburg,Leiden,1597,15970428,NA,Dutch,
DvdM_622-165,"Schot, Hans",1,Middelburg,Leiden,1597,15970428,15970503,Dutch,
DvdM_537-07,"Della Faille, Gillis",1,Amsterdam,Leiden,1597,15970429,15970429,Dutch,
DvdM_270-17,"Della Faille, Gio",1,Antwerp,Leiden,1597,15970429,15970507,Dutch,
DvdM_537-08,"Della Faille, Gillis",1,Amsterdam,Leiden,1597,15970502,15970502,Dutch,
DvdM_622-166,"Schot, Hans",1,Middelburg,Leiden,1597,15970509,15970511,Dutch,
DvdM_622-167,"Schot, Hans",1,Middelburg,Leiden,1597,15970512,15970515,Dutch,
DvdM_622-168,"Schot, Hans",1,Middelburg,Leiden,1597,15970520,15970522,Dutch,
DvdM_622-169,"Schot, Hans",1,Middelburg,Leiden,1597,15970528,15970601,Dutch,
DvdM_622-170,"Schot, Hans",1,Middelburg,Leiden,1597,15970530,15970603,Dutch,
DvdM_622-171,"Schot, Hans",1,Middelburg,Leiden,1597,15970604,15970605,Dutch,
DvdM_622-172,"Schot, Hans",1,Middelburg,Leiden,1597,15970610,15970613,Dutch,
DvdM_622-173,"Schot, Hans",1,Middelburg,Leiden,1597,15970611,15970616,Dutch,
DvdM_622-174,"Schot, Hans",1,Middelburg,Leiden,1597,15970618,15970621,Dutch,
DvdM_537-09,"Della Faille, Gillis",1,Amsterdam,Leiden,1597,15970624,NA,Dutch,
DvdM_622-175,"Schot, Hans",1,Middelburg,Leiden,1597,15970626,15970629,Dutch,
DvdM_622-176,"Schot, Hans",1,Middelburg,Leiden,1597,15970701,15970703,Dutch,
DvdM_537-10,"Della Faille, Gillis",1,Amsterdam,Leiden,1597,15970702,NA,Dutch,
DvdM_622-178,"Schot, Hans",1,Middelburg,Leiden,1597,15970710,15970713,Dutch,
DvdM_265-09,"Della Faille, Andries",1,Middelburg,Leiden,1597,15970716,15970723,Dutch,
DvdM_622-179,"Schot, Hans",1,Middelburg,Leiden,1597,15970720,15970723,Dutch,
DvdM_622-180,"Schot, Hans",1,Middelburg,Leiden,1597,15970724,15970727,Dutch,
DvdM_271-07,"Della Faille, Jan de Carlo",1,Antwerp,Leiden,1597,15970801,15970807,Dutch,
DvdM_622-181,"Schot, Hans",1,Middelburg,Leiden,1597,15970801,15970803,Dutch,
DvdM_622-182,"Schot, Hans",1,Middelburg,Leiden,1597,15970810,15970812,Dutch,
DvdM_271-08,"Della Faille, Jan de Carlo",1,Antwerp,Leiden,1597,15970812,15970824,Dutch,received date somewhat ambiguous
DvdM_622-183,"Schot, Hans",1,Middelburg,Leiden,1597,15970821,15970824,Dutch,
DvdM_537-11,"Della Faille, Gillis",1,Leiden,Leiden,1597,15970906,NA,Dutch,
DvdM_622-184,"Schot, Hans",1,Middelburg,Leiden,1597,15970925,15970928,Dutch,
DvdM_271-09,"Della Faille, Jan de Carlo",1,Antwerp,Leiden,1597,15970926,15971002,Dutch,
DvdM_537-12,"Della Faille, Gillis",1,Haarlem,Leiden,1597,15970928,15970928,Dutch,
DvdM_622-185,"Schot, Hans",1,Middelburg,Leiden,1597,15970928,15970930,Dutch,
DvdM_622-186,"Schot, Hans",1,Middelburg,Leiden,1597,15971002,15971006,Dutch,
DvdM_622-187,"Schot, Hans",1,Middelburg,Leiden,1597,15971005,15971007,Dutch,
DvdM_622-188,"Schot, Hans",1,Middelburg,Leiden,1597,15971011,15971015,Dutch,
DvdM_622-189,"Schot, Hans",1,Middelburg,Leiden,1597,15971012,15971015,Dutch,
DvdM_537-13,"Della Faille, Gillis",1,The Hague,Leiden,1597,15971015,15971016,Dutch,"Gillis signs stukken 12–23 as from Haege, which I am fairly sure is The Hague"
DvdM_537-14,"Della Faille, Gillis",1,The Hague,Leiden,1597,15971027,15971027,Dutch,
DvdM_271-10,"Della Faille, Jan de Carlo",1,Antwerp,Leiden,1597,15971028,15971108,Dutch,
DvdM_537-15,"Della Faille, Gillis",1,The Hague,Leiden,1597,15971104,15971104,Dutch,
DvdM_537-16,"Della Faille, Gillis",1,The Hague,Leiden,1597,15971108,15971108,Dutch,
DvdM_514-01,"Ancelmo, Gilles",1,Middelburg,Leiden,1597,15971114,15971118,Dutch,
DvdM_537-17,"Della Faille, Gillis",1,The Hague,Leiden,1597,15971118,15971118,Dutch,
DvdM_537-18,"Della Faille, Gillis",1,The Hague,Leiden,1597,15971120,15971120,Dutch,
DvdM_537-19,"Della Faille, Gillis",1,The Hague,Leiden,1597,15971126,NA,Dutch,
DvdM_655-02,"Badonere, J.",1,Paris,Leiden,1597,15971220,15980117,,
DvdM_274-56,"Della Faille, Marten",1,Antwerp,Leiden,1597,15971229,15980109,Dutch,
DvdM_269-13,"Della Faille, Hester",1,Leiden,Antwerp,1598,15980101,NA,Dutch,No exact date
DvdM_270-18,"Della Faille, Gio",1,Antwerp,Leiden,1598,15980103,NA,Dutch,
DvdM_274-57,"Della Faille, Marten",1,Brussels,Antwerp,1598,15980116,NA,Dutch,
DvdM_516-01,"Baerle, Jan van",1,Amsterdam,Leiden,1598,15980129,15980131,,
DvdM_516-02,"Baerle, Jan van",1,Amsterdam,Leiden,1598,15980203,NA,,
DvdM_270-19,"Della Faille, Gio",1,Antwerp,Leiden,1598,15980205,15980211,Dutch,
DvdM_267-01,"Della Faille, David",1,Delft,Leiden,1598,15980212,15980220,Dutch,
DvdM_271-14,"Della Faille, Jan de Carlo",1,Antwerp,Leiden,1598,15980219,15980224,Dutch,
DvdM_271-15,"Della Faille, Jan de Carlo",1,Antwerp,Leiden,1598,15980222,15980227,Dutch,
DvdM_274-58,"Della Faille, Marten",1,Brussels,Leiden,1598,15980223,15980305,Dutch,
DvdM_537-20,"Della Faille, Gillis",1,The Hague,Leiden,1598,15980304,15980305,Dutch,
DvdM_537-21,"Della Faille, Gillis",1,The Hague,Leiden,1598,15980306,15980308,Dutch,
DvdM_274-59,"Della Faille, Marten",1,Brussels,Leiden,1598,15980307,15980320,Dutch,
DvdM_537-22,"Della Faille, Gillis",1,The Hague,Leiden,1598,15980311,15980311,Dutch,
DvdM_274-60,"Della Faille, Marten",1,Brussels,Leiden,1598,15980318,15980326,Dutch,
DvdM_308-01,"Andriessen, Nicolaes",1,Breda,Leiden,1598,15980330,NA,Dutch,
DvdM_270-20,"Della Faille, Gio",1,Antwerp,Leiden,1598,15980407,15980421,Dutch,Letter was begun on 30 March
DvdM_305-06,"Albada, Aggaeus de",1,Spieren,Leiden,1598,15980414,15980727,Latin,
DvdM_271-16,"Della Faille, Jan de Carlo",1,Cologne,Leiden,1598,15980418,NA,Dutch,
DvdM_537-23,"Della Faille, Gillis",1,The Hague,Leiden,1598,15980521,NA,Dutch,
