inventory,writer,source,destination,year,date,rec_date,resp_date,language,notes
DvdM_401-14,"Corput, Hendrik van de",Dordrecht,Leiden,1594,15940812,15940812,NA,Dutch,Answered in person
DvdM_401-15,"Corput, Hendrik van de",Dordrecht,Leiden,1594,15941019,15941026,15941105,Dutch,
DvdM_401-16,"Corput, Hendrik van de",Dordrecht,Leiden,1594,15941024,15941027,NA,Dutch,
DvdM_401-17,"Corput, Hendrik van de",Dordrecht,Leiden,1594,15941108,15941110,NA,Dutch,
DvdM_401-18,"Corput, Hendrik van de",Dordrecht,Leiden,1595,15950206,15950208,NA,Dutch,
DvdM_401-21,"Corput, Hendrik van de",Dordrecht,Leiden,1595,15951127,NA,NA,Dutch,
DvdM_401-22,"Corput, Hendrik van de",Dordrecht,Leiden,1597,15970723,NA,NA,Dutch,
DvdM_401-23,"Corput, Hendrik van de",Dordrecht,Leiden,1597,15971107,15971109,NA,Dutch,
DvdM_401-24,"Corput, Hendrik van de",Dordrecht,Leiden,1598,15980308,15980309,NA,Dutch,
DvdM_412,"Lesten, Elias",The Hague,Haarlem,1592,15921118,NA,NA,NA,
DvdM_424-01,"Maerschalck, Francois de",Delft,Bremen,1589,15890511,NA,NA,NA,
DvdM_432-01,"Meganck, Louis",Delft,Bremen,1589,15890628,NA,NA,French,
DvdM_434-01/02,"Meteren, Emanuel van",London,Leiden,1592,15920309,NA,NA,Dutch,Written on 2 and 9 March 1592. Sent to Daniel through Guerard Becker in Middelburg.
DvdM_434-03,"Meteren, Emanuel van",London,Leiden,1592,15920603,NA,NA,Dutch,Written on 24 May and 3 June 1592
DvdM_434-04,"Meteren, Emanuel van",The Hague,Leiden,1599,15990115,NA,NA,Dutch,
DvdM_438-01,"Moyen, Rodericus der",NA,Antwerp,1583,15830202,NA,NA,Latin,Sent from an unknown location
DvdM_439-01,"Moliart, Pieter",The Hague,Leiden,1592,15920529,15920529,NA,NA,
DvdM_439-02,"Moliart, Pieter",The Hague,Leiden,1592,15920531,15920531,NA,NA,
DvdM_439-03,"Moliart, Pieter",The Hague,Leiden,1592,15920622,15920622,NA,NA,
DvdM_439-04,"Moliart, Pieter",The Hague,Leiden,1592,15921015,15921016,NA,NA,
DvdM_448,"Pampius, Albertus",Helmstedt,Bremen,1590,15900618,NA,NA,Latin,In Brunswick. Signed as Professor.
DvdM_453-01,"Pierens, Gillis",Amsterdam,Leiden,1593,15931223,15931228,NA,Dutch,
DvdM_453-02,"Pierens, Gillis",Amsterdam,Leiden,1594,15940105,NA,NA,Dutch,
DvdM_453-03,"Pierens, Gillis",Amsterdam,Leiden,1594,15940112,15940113,NA,Dutch,
DvdM_453-04,"Pierens, Gillis",Amsterdam,Leiden,1594,15940130,15940201,NA,Dutch,
DvdM_453-05,"Pierens, Gillis",Amsterdam,Leiden,1594,15940227,15940227,NA,Dutch,
DvdM_453-06,"Pierens, Gillis",Amsterdam,Leiden,1594,15940723,15940723,NA,French,
DvdM_453-07,"Della Faille, Jacques",Haarlem,Leiden,1594,15940815,15940815,NA,Dutch,Not clear how Gillis Pierens is involved in the letter.
DvdM_453-08,"Pierens, Gillis",Haarlem,Leiden,1594,15940919,15940919,NA,Dutch,Addressed to Hester. Not clear how Gillis Pierens is involved in the letter.
DvdM_453-09,"Pierens, Gillis",Huisduinen,Bremen,1594,15941129,NA,NA,Dutch,
DvdM_454-01,Pittavin,Caen,Bremen,1590,15900115,NA,NA,NA,
DvdM_454-02,Pittavin,Caen,Bremen,1591,15911003,NA,NA,NA,
DvdM_465-3,"Queecborne, Daniel van den",NA,Leiden,NA,NA,NA,NA,Dutch,"Unknown date or source location. Likely from The Hague, which is where he lived after 1594."
DvdM_468-01,"Reide, Everhard de",The Hague,Bremen,1590,15900806,NA,NA,Latin,
DvdM_468-03,"Reide, Everhard de",The Hague,Leiden,1591,15911117,15911123,NA,Latin,
DvdM_468-04,"Reide, Everhard de",Leeuwarden,Leiden,1594,15940322,15940411,NA,Latin,
DvdM_480-1,"Sixtinus, R.",Marburg,Bremen,1588,15880716,NA,NA,Latin,
DvdM_480-2,"Sixtinus, R.",Marburg,Bremen,1588,15880727,NA,NA,Latin,
DvdM_480-3,"Sixtinus, R.",Frankfurt,Leiden,1592,15920502,15920510,NA,Latin,
DvdM_50-01,"Banos, Theophile de",Frankfurt,Antwerp,1578,NA,NA,NA,French,DvdM_50 is from 1578 . It is addressed to Daniel ‘maintenant’ in Antwerp. The letter concerns military situation. Not clear that it is from Frankfurt.
DvdM_502-01,"Eynde, Anneken van den",Bergen op Zoom,Bremen,1591,NA,NA,NA,NA,No clear date.
DvdM_504,"Warck, Reynerus van de ",Marburg,Frankfurt,1590,15900811,NA,NA,Latin,
DvdM_513,"Achelen, Aelken van",Haarlem,Bremen,1588,15880401,NA,NA,Dutch,
DvdM_514-01,"Ancelmo, Gilles",Middelburg,Leiden,1597,15971114,15971118,NA,Dutch,
DvdM_514-02,"Ancelmo, Gilles",Middelburg,Leiden,1598,15980905,15980909,NA,Dutch,
DvdM_514-03,"Ancelmo, Gilles",Middelburg,Leiden,1598,15980907,15980912,NA,Dutch,
DvdM_514-04,"Ancelmo, Gilles",Middelburg,Leiden,1598,15981113,15981120,NA,Dutch,
DvdM_514-05,"Ancelmo, Gilles",Middelburg,Leiden,1599,15990113,15990120,NA,Dutch,
DvdM_514-06,"Ancelmo, Gilles",Middelburg,Leiden,1599,15990216,15990227,NA,Dutch,
DvdM_516-01,"Baerle, Jan van",Amsterdam,Leiden,1598,15980129,15980131,NA,NA,
DvdM_516-02,"Baerle, Jan van",Amsterdam,Leiden,1598,15980203,NA,NA,NA,
DvdM_516-03,"Baerle, Jan van",Amsterdam,Leiden,1598,15981007,15981008,NA,NA,
DvdM_517-01,"Beaulieu, Daniel de",Amsterdam,Leiden,1596,15961224,15970102,NA,Dutch,
DvdM_519-01,"Bellasi, Agostino",London,Antwerp,1591,15910207,NA,NA,NA,
DvdM_519-02,"Matzo, Cesaro",Leiden,Antwerp,1591,15910416,NA,NA,NA,
DvdM_519-03,"Bellasi, Agostino",Verona,Bremen,1591,15910830,15910930,NA,NA,Sent to Andries and Daniel
DvdM_519-04,"Bellasi, Agostino",Verona,Bremen,1591,15910911,15910930,NA,NA,Sent to Andries and Daniel
DvdM_519-05,"Bellasi, Agostino",Verona,Bremen,1591,15911009,NA,NA,NA,"Received in Leiden, Sent to Andries and Daniel"
DvdM_519-06,"Bellasi, Agostino",Verona,Bremen,1591,15911016,15911104,NA,NA,Sent to Andries and Daniel
DvdM_519-07,"Bellasi, Agostino",Verona,Bremen,1591,15911018,15911119,NA,NA,Sent to Andries and Daniel
DvdM_519-08,"Bellasi, Agostino",Verona,Bremen,1591,15911023,15911126,NA,NA,
DvdM_521-01,"Bernaert, Hans",Delft,Leiden,1592,15921025,15921026,NA,French,
DvdM_521-02,"Bernaert, Hans",Delft,Leiden,1593,15930113,15930114,NA,French,
DvdM_521-04,"Bernaert, Hans",The Hague,Leiden,1593,15930209,15930210,15930211,French,
DvdM_521-05,"Bernaert, Hans",The Hague,Leiden,1593,15930307,15930308,NA,French,
DvdM_521-07,"Bernaert, Hans",The Hague,Leiden,1593,15930720,NA,NA,French,"No explicit sent location, but likely from The Hague."
DvdM_521-08,"Bernaert, Hans",The Hague,Leiden,1593,15930826,15930826,NA,French,
DvdM_521-09,"Bernaert, Hans",The Hague,Leiden,1593,15930826,15930826,NA,French,
DvdM_521-10,"Vasseur, Hubert le",The Hague,Leiden,1593,15930519,15930519,NA,French,"No explicit source location for the letter, but Vasseur was likely in The Hague at this time with Bernaerts, as both were in trouble for debts."
DvdM_524-01,"Berrewijns, Hans",Hamburg,Bremen,1590,15900816,15900822,NA,Dutch,
DvdM_530-01,"Boots, Hans",Wesel,Bremen,1591,15910721,NA,NA,Dutch,Changed date to new style
DvdM_530-02,"Boots, Hans",Haarlem,Leiden,1598,15980829,15980909,NA,Dutch,
DvdM_535-001,"Eeckeren, Francisco van",Venice,Bremen,1590,15901005,15901021,NA,Dutch,Sent to Andries and Daniel in Bremen. Changed received date to new style.
DvdM_535-003,"Eeckeren, Francisco van",Venice,Bremen,1591,15910914,15910930,NA,NA,Sent to Andries and Daniel in Bremen. Changed received date to new style.
DvdM_535-004/5,"Eeckeren, Francisco van",Venice,Bremen,1591,15910927,15911014,NA,NA,Sent to Andries and Daniel in Bremen. Changed received date to new style.
DvdM_535-006,"Eeckeren, Francisco van",Venice,Bremen,1591,15911004,15911021,NA,NA,Sent to Andries and Daniel in Bremen. Changed received date to new style.
DvdM_535-007,"Eeckeren, Francisco van",Venice,Bremen,1591,15911018,15911104,NA,NA,Sent to Andries and Daniel in Bremen. Changed received date to new style.
DvdM_535-008,"Eeckeren, Francisco van",Venice,Bremen,1591,15911025,15911111,NA,NA,
DvdM_535-009,"Eeckeren, Francisco van",Venice,Bremen,1591,15911108,15911126,NA,NA,
DvdM_535-010,"Eeckeren, Francisco van",Venice,Bremen,1591,15911115,15911202,NA,NA,
DvdM_535-012,"Eeckeren, Francisco van",Venice,Bremen,1591,15911122,15911209,NA,NA,
DvdM_536-01,"Eeckeren, Robert van",Antwerp,Bremen,1587,15870906,NA,NA,Dutch,
DvdM_536-02,"Eeckeren, Robert van",Antwerp,Bremen,1587,15871130,15880128,NA,Dutch,
DvdM_536-03,"Eeckeren, Robert van",Antwerp,Bremen,1588,15880629,NA,NA,Dutch,
DvdM_536-04,"Eeckeren, Robert van",Antwerp,Bremen,1588,15880701,NA,NA,Dutch,Date is approximate. No clear date other than July 1588.
DvdM_536-05,"Eeckeren, Robert van",Antwerp,Bremen,1588,15880727,NA,NA,Dutch,
DvdM_536-06,"Eeckeren, Robert van",Antwerp,Bremen,1588,15880803,NA,NA,Dutch,
DvdM_536-07,"Eeckeren, Robert van",Antwerp,Bremen,1588,15880824,NA,NA,Dutch,
DvdM_536-08,"Eeckeren, Robert van",Antwerp,Bremen,1589,15890315,NA,NA,Dutch,
DvdM_536-09,"Eeckeren, Robert van",Antwerp,Bremen,1589,15890927,15891007,NA,Dutch,
DvdM_536-10,"Eeckeren, Robert van",Antwerp,Bremen,1589,15891004,15891015,NA,Dutch,
DvdM_536-11,"Eeckeren, Robert van",Antwerp,Bremen,1589,15891025,15891105,NA,Dutch,
DvdM_536-12,"Eeckeren, Robert van",Antwerp,Bremen,1589,15891122,NA,NA,Dutch,
DvdM_536-13,"Eeckeren, Robert van",Antwerp,Bremen,1589,15891220,NA,NA,Dutch,
DvdM_536-14,"Eeckeren, Robert van",Antwerp,Bremen,1590,15900117,15900129,NA,Dutch,
DvdM_536-15,"Eeckeren, Robert van",Antwerp,Bremen,1590,15900207,NA,NA,Dutch,
DvdM_536-16,"Eeckeren, Robert van",Antwerp,Bremen,1590,15900221,15900304,NA,Dutch,
DvdM_536-17,"Eeckeren, Robert van",Antwerp,Bremen,1590,15900321,15900331,NA,Dutch,
DvdM_536-18,"Eeckeren, Robert van",Antwerp,Bremen,1590,15900411,15900428,NA,Dutch,
DvdM_536-19,"Eeckeren, Robert van",Antwerp,Frankfurt,1590,15900425,NA,NA,Dutch,
DvdM_536-20,"Eeckeren, Robert van",Antwerp,Frankfurt,1590,15900430,15900513,NA,Dutch,
DvdM_536-21,"Eeckeren, Robert van",Antwerp,Bremen,1590,15900627,NA,NA,Dutch,
DvdM_536-22,"Eeckeren, Robert van",Antwerp,Bremen,1590,15900825,NA,NA,Dutch,
DvdM_536-23,"Eeckeren, Robert van",Antwerp,Frankfurt,1590,15900923,NA,NA,Dutch,
DvdM_536-24,"Eeckeren, Robert van",Antwerp,Bremen,1590,15901017,NA,NA,Dutch,
DvdM_536-25,"Eeckeren, Robert van",Antwerp,Bremen,1591,15910904,15910915,NA,Dutch,
DvdM_536-26,"Eeckeren, Robert van",Antwerp,Bremen,1591,15910911,NA,NA,Dutch,
DvdM_536-27,"Eeckeren, Robert van",Antwerp,Bremen,1591,15911002,NA,NA,Dutch,Letter actually received in Leiden
DvdM_536-28,"Eeckeren, Robert van",Antwerp,Bremen,1591,15911009,NA,NA,Dutch,Letter actually received in Leiden
DvdM_536-29,"Eeckeren, Robert van",Antwerp,Bremen,1591,15911026,NA,NA,Dutch,Letter written in a different hand except at the end
DvdM_536-30,"Eeckeren, Robert van",Antwerp,Leiden,1591,15911101,15911109,NA,Dutch,Addressed to Leiden oft daer hy is. tot Leyden op het Pieters kerckgracht
DvdM_536-31,"Eeckeren, Robert van",Antwerp,Leiden,1591,15911112,15911122,15911124,Dutch,
DvdM_536-32,"Eeckeren, Robert van",Antwerp,Leiden,1592,15920227,15920304,15920304,Dutch,"Says it is answered on 3 March, but that it was received on 4 March"
DvdM_536-34,"Eeckeren, Robert van",Antwerp,Leiden,1592,15920307,15920314,NA,Dutch,"Two different hands with the first hand writing a full letter and then Van Eeckeren’s hand. Says letter was answered on 3 March, but this cannot be correct."
DvdM_536-35,"Eeckeren, Robert van",Antwerp,Leiden,1592,15920717,15920725,15920803,Dutch,Two different hands
DvdM_536-36/37,"Eeckeren, Robert van",Antwerp,Leiden,1592,15920917,15921002,NA,Dutch,Two different hands
DvdM_536-38,"Eeckeren, Robert van",Antwerp,Leiden,1593,15930906,15930927,NA,Dutch,
DvdM_536-39,"Eeckeren, Robert van",Antwerp,Leiden,1594,15940823,NA,NA,Dutch,
DvdM_536-40,"Eeckeren, Robert van",Antwerp,Leiden,1594,15941105,15941108,NA,Dutch,Two different hands. Received date is not totally clear
DvdM_536-41/42,"Eeckeren, Robert van",Antwerp,Leiden,1595,15950222,15950226,15950403,Dutch,
DvdM_536-43,"Eeckeren, Robert van",Antwerp,Leiden,1595,15950322,15950401,15950403,Dutch,Two different hands
DvdM_536-44,"Eeckeren, Robert van",Antwerp,Leiden,1596,15960113,15960120,15960124,Dutch,
DvdM_536-45/46,"Eeckeren, Robert van",Antwerp,Leiden,1596,15960201,15960215,15960220,Dutch,Seems to have been written over multiple days.
DvdM_536-47,"Eeckeren, Robert van",Antwerp,Leiden,1596,15960309,15960315,NA,Dutch,
DvdM_536-48,"Eeckeren, Robert van",Antwerp,Leiden,1596,15960902,15960907,NA,Dutch,
DvdM_536-49,"Eeckeren, Robert van",Antwerp,Leiden,1596,15960925,15961017,NA,Dutch,Not in Robert’s hand
DvdM_536-50,"Eeckeren, Robert van",Antwerp,Leiden,1597,15970109,15970120,15970130,Dutch,Extract of a letter written by Robert van Eeckeren and Jan della Faille.
DvdM_536-51/52,"Eeckeren, Robert van",Antwerp,Leiden,1597,15970225,15970302,15970403,Dutch,
DvdM_536-53,"Eeckeren, Robert van",Antwerp,Leiden,1597,15970315,15970322,15970403,Dutch,Two different hands
DvdM_536-54/55,"Eeckeren, Robert van",Antwerp,Leiden,1597,15971003,15971009,15980103,Dutch,
DvdM_537-01,"Della Faille, Gillis",Haarlem,Leiden,1594,15940423,15940423,NA,Dutch,
DvdM_537-02,"Della Faille, Gillis",Haarlem,Leiden,1594,15940512,15940512,NA,Dutch,
DvdM_537-03,"Della Faille, Gillis",Gravesend,Leiden,1595,15950824,15950831,NA,Dutch,
DvdM_537-04,"Della Faille, Gillis",Haarlem,Leiden,1596,15960528,15960529,NA,Dutch,
DvdM_537-05,"Della Faille, Gillis",Haarlem,Leiden,1596,15960607,15960607,NA,Dutch,
DvdM_537-06,"Della Faille, Gillis",Amsterdam,Leiden,1597,15970123,15970125,NA,Dutch,
DvdM_537-07,"Della Faille, Gillis",Amsterdam,Leiden,1597,15970429,15970429,NA,Dutch,
DvdM_537-08,"Della Faille, Gillis",Amsterdam,Leiden,1597,15970502,15970502,NA,Dutch,
DvdM_537-09,"Della Faille, Gillis",Amsterdam,Leiden,1597,15970624,NA,NA,Dutch,
DvdM_537-10,"Della Faille, Gillis",Amsterdam,Leiden,1597,15970702,NA,NA,Dutch,
DvdM_537-11,"Della Faille, Gillis",Leiden,Leiden,1597,15970906,NA,NA,Dutch,
DvdM_537-12,"Della Faille, Gillis",Haarlem,Leiden,1597,15970928,15970928,NA,Dutch,
DvdM_537-13,"Della Faille, Gillis",The Hague,Leiden,1597,15971015,15971016,NA,Dutch,"Gillis signs stukken 12–23 as from Haege, which I am fairly sure is The Hague"
DvdM_537-14,"Della Faille, Gillis",The Hague,Leiden,1597,15971027,15971027,NA,Dutch,
DvdM_537-15,"Della Faille, Gillis",The Hague,Leiden,1597,15971104,15971104,NA,Dutch,
DvdM_537-16,"Della Faille, Gillis",The Hague,Leiden,1597,15971108,15971108,NA,Dutch,
DvdM_537-17,"Della Faille, Gillis",The Hague,Leiden,1597,15971118,15971118,NA,Dutch,
DvdM_537-18,"Della Faille, Gillis",The Hague,Leiden,1597,15971120,15971120,NA,Dutch,
DvdM_537-19,"Della Faille, Gillis",The Hague,Leiden,1597,15971126,NA,NA,Dutch,
DvdM_537-20,"Della Faille, Gillis",The Hague,Leiden,1598,15980304,15980305,NA,Dutch,
DvdM_537-21,"Della Faille, Gillis",The Hague,Leiden,1598,15980306,15980308,NA,Dutch,
DvdM_537-22,"Della Faille, Gillis",The Hague,Leiden,1598,15980311,15980311,NA,Dutch,
DvdM_537-23,"Della Faille, Gillis",The Hague,Leiden,1598,15980521,NA,NA,Dutch,
DvdM_538a-001,"Della Faille, Jacques",Haarlem,The Hague,1584,15841212,NA,NA,Dutch,RGP-58
DvdM_538a-003,"Della Faille, Jacques",Haarlem,The Hague,1585,15850220,NA,NA,Dutch,RGP-82
DvdM_538a-004,"Della Faille, Jacques",Haarlem,Delft,1585,15850210,NA,NA,Dutch,RGP-78
DvdM_538a-005,"Della Faille, Jacques",Haarlem,Delft,1585,15850221,NA,NA,Dutch,RGP-83
DvdM_538a-006,"Della Faille, Jacques",Haarlem,Delft,1585,15850312,NA,NA,Dutch,RGP-93
DvdM_538a-007,"Della Faille, Jacques",Haarlem,Delft,1585,15850314,NA,NA,Dutch,RGP-96
DvdM_538a-008,"Della Faille, Jacques",Haarlem,Delft,1585,15850325,NA,NA,Dutch,RGP-101
DvdM_538a-009,"Della Faille, Jacques",Haarlem,Delft,1585,15850501,NA,NA,Dutch,RGP-117
DvdM_538a-011,"Della Faille, Jacques",Haarlem,Delft,1585,15850508,NA,NA,Dutch,RGP-119
DvdM_538a-012,"Della Faille, Jacques",Haarlem,Delft,1585,15850512,NA,NA,Dutch,RGP-123
DvdM_538a-013,"Della Faille, Jacques",Haarlem,Delft,1585,15850520,NA,NA,Dutch,RGP-125. Letter addressed to Hester.
DvdM_538a-014,"Della Faille, Jacques",Haarlem,Delft,1585,15850528,NA,NA,Dutch,RGP-127
DvdM_538a-015,"Della Faille, Jacques",Haarlem,Middelburg,1585,15850611,NA,NA,Dutch,RGP-134
DvdM_538a-016,"Della Faille, Jacques",Haarlem,NA,1585,15850617,NA,NA,Dutch,RGP-137. 
DvdM_538a-018,"Della Faille, Jacques",Lisse,Delft,1585,15850729,NA,NA,Dutch,RGP-151. Lisse is a town between Haarlem and Leiden
DvdM_538a-019,"Della Faille, Jacques",Haarlem,Delft,1585,15850802,NA,NA,Dutch,RGP-153
DvdM_538a-020,"Della Faille, Jacques",Haarlem,Delft,1585,15850806,NA,NA,Dutch,RGP-155
DvdM_538a-022,"Della Faille, Jacques",Haarlem,Delft,1585,15850807,NA,NA,Dutch,RGP-156
DvdM_538a-023,"Della Faille, Jacques",Haarlem,Delft,1585,15850809,NA,NA,Dutch,RGP-159
DvdM_538a-024,"Della Faille, Jacques",Haarlem,Delft,1585,15850812,NA,NA,Dutch,RGP-161. Letter addressed to Hester or Daniel.
DvdM_538a-025,"Della Faille, Jacques",Haarlem,Delft,1585,15850818,NA,NA,Dutch,RGP-164. Date is approximate.
DvdM_538a-027,"Della Faille, Jacques",Haarlem,Delft,1585,15850822,NA,NA,Dutch,RGP-165
DvdM_538a-029,"Della Faille, Jacques",Haarlem,Delft,1585,15850902,NA,NA,Dutch,RGP-169. No listed destination.
DvdM_538a-030,"Della Faille, Jacques",Haarlem,Delft,1585,15850903,NA,NA,Dutch,RGP-170
DvdM_538a-031,"Della Faille, Jacques",Haarlem,Delft,1585,15850906,NA,NA,Dutch,RGP-172
DvdM_538a-033,"Della Faille, Jacques",Haarlem,Delft,1585,15850907,NA,NA,Dutch,RGP-174
DvdM_538a-034,"Della Faille, Jacques",Haarlem,Delft,1585,15850908,NA,NA,Dutch,RGP-175
DvdM_538a-036,"Della Faille, Jacques",Haarlem,Delft,1585,15850910,NA,NA,Dutch,RGP-177
DvdM_538a-037,"Della Faille, Jacques",Haarlem,Delft,1585,15850914,NA,NA,Dutch,RGP-178
DvdM_538a-039,"Della Faille, Jacques",Het Vlie,Bremen,1585,15851021,NA,NA,Dutch,Jacques was on his way to Hamburg. For geolocation I could use Oost-Vlie.
DvdM_538a-040,"Della Faille, Jacques",Hamburg,Bremen,1585,15851030,NA,NA,Dutch,"Did not change date, because it is not listed as old style."
DvdM_538a-041,"Della Faille, Jacques",Emden,Bremen,1585,15851130,NA,NA,Dutch,Changed date to new style. No destination specified in letter.
DvdM_538a-042,"Noirot, Jacques",Haarlem,Bremen,1585,15851216,NA,NA,Dutch,Letter from Jacques Noirot in service to Jacques della Faille
DvdM_538a-043,"Noirot, Jacques",Amsterdam,Bremen,1585,15851220,NA,NA,Dutch,Letter from Jacques Noirot in service to Jacques della Faille
DvdM_538a-044,"Della Faille, Jacques",Haarlem,Bremen,1585,15851227,NA,NA,Dutch,
DvdM_538a-045/46,"Della Faille, Jacques",Haarlem,Bremen,1586,15860118,NA,NA,Dutch,
DvdM_538a-047,"Della Faille, Jacques",Haarlem,Bremen,1586,15860213,NA,NA,Dutch,"Addressed to Hester and sent with 538-48, which was a letter from Josina to Hester. Did not include second letter."
DvdM_538a-049,"Della Faille, Jacques",Haarlem,Bremen,1586,15860416,NA,NA,Dutch,
DvdM_538a-050,"Della Faille, Jacques",Haarlem,Middelburg,1586,15860530,NA,NA,Dutch,
DvdM_538a-051,"Della Faille, Jacques",The Hague,Delft,1586,15860601,NA,NA,Dutch,Delft (house of Jacob Schot or to Middelburg
DvdM_538a-052,"Della Faille, Jacques",The Hague,Delft,1586,15860601,NA,NA,Dutch,Sent along with 538a-51
DvdM_538a-053,"Della Faille, Jacques",Haarlem,Utrecht,1586,15860601,NA,NA,Dutch,No exact date.
DvdM_538a-054,"Della Faille, Jacques",London,Bremen,1586,15861106,NA,NA,Dutch,Jacques to Hester
DvdM_538a-055–57,"Della Faille, Jacques",London,Bremen,1586,15861209,NA,NA,Dutch,Written between 16 November 1586 and 9 December 1586.
DvdM_538a-058,"Della Faille, Jacques",London,Bremen,1586,15861217,NA,NA,Dutch,
DvdM_538a-059,"Hamels, Josina",Haarlem,Bremen,1587,15870102,NA,NA,Dutch,Copy of letter Jacques sent to Josina on 17 December. Same date as 538a-58
DvdM_538a-060/61,"Della Faille, Jacques",London,Bremen,1587,15870128,NA,NA,Dutch,
DvdM_538a-062,"Hamels, Josina",Haarlem,Bremen,1587,15870213,NA,NA,Dutch,
DvdM_538a-063,"Della Faille, Jacques",London,Bremen,1587,15870306,NA,NA,Dutch,
DvdM_538a-064–68,"Della Faille, Jacques",Haarlem,Bremen,1587,15870709,15870719,NA,Dutch,Written 29 June - 9 July
DvdM_538a-069,"Della Faille, Jacques",Haarlem,Bremen,1587,15870901,15870915,NA,Dutch,Changed received date to new style
DvdM_538a-071–73,"Della Faille, Jacques",Haarlem,Bremen,1587,15871004,NA,NA,Dutch,Written 1 to 4 October.
DvdM_538a-074/75,"Della Faille, Jacques",Haarlem,Bremen,1587,15871218,15880113,NA,Dutch,538a-70 was sent along with this letter.
DvdM_538a-077–83,"Della Faille, Jacques",Haarlem,Bremen,1588,15880208,15880229,NA,Dutch,Written on 7–8 February
DvdM_538a-084/85,"Hamels, Josina",Haarlem,Leiden,1592,NA,NA,NA,Dutch,"No date, but sent to Pieterskerk, so year is approximate"
DvdM_538a-087/88,"Della Faille, Jacques",Haarlem,Bremen,1588,15880406,NA,NA,Dutch,Josina wrote a letter to Hester on the same day 538a-86
DvdM_538a-089,"Della Faille, Jacques",Haarlem,Bremen,1588,15880417,NA,NA,Dutch,
DvdM_538a-090/91,"Della Faille, Jacques",Haarlem,Bremen,1588,15880508,NA,NA,Dutch,
DvdM_538a-095/96,"Della Faille, Jacques",Haarlem,Bremen,1588,15880611,NA,NA,Dutch,Written on 10 and 11 June
DvdM_538a-097,"Della Faille, Jacques",Haarlem,Bremen,1588,15880715,NA,NA,Dutch,Date is approximate. Written after 9 July 1588.
DvdM_538a-098/99,"Della Faille, Jacques",Haarlem,Bremen,1588,15880704,NA,NA,Dutch,
DvdM_538a-100,"Della Faille, Jacques",Haarlem,Bremen,1588,15880709,NA,NA,Dutch,
DvdM_538a-101/102,"Della Faille, Jacques",Haarlem,Bremen,1588,15881107,NA,NA,Dutch,
DvdM_538a-103/104,"Della Faille, Jacques",Haarlem,Bremen,1589,15890414,NA,NA,Dutch,
DvdM_538a-105/106,"Della Faille, Jacques",Haarlem,Bremen,1589,15890828,NA,NA,Dutch,
DvdM_538a-107,"Della Faille, Jacques",Haarlem,Bremen,1589,15890902,NA,NA,Dutch,
DvdM_538a-108/109,"Della Faille, Jacques",Haarlem,Bremen,1589,15890904,15891017,NA,Dutch,Changed received date to new style
DvdM_538a-110,"Della Faille, Jacques",Haarlem,Bremen,1589,15890910,15890923,NA,Dutch,Changed received date to new style
DvdM_538a-111/112,"Della Faille, Jacques",Haarlem,Bremen,1589,15890923,15891102,NA,Dutch,
DvdM_538a-113,"Della Faille, Jacques",Haarlem,Bremen,1589,15891019,15891025,NA,Dutch,
DvdM_538a-114,"Della Faille, Jacques",Amsterdam,Bremen,1589,15891101,NA,NA,Dutch,
DvdM_538a-115,"Della Faille, Jacques",Haarlem,Bremen,1589,15891114,15891204,NA,Dutch,
DvdM_538a-116,"Della Faille, Jacques",Haarlem,Bremen,1589,15891114,NA,NA,Dutch,
DvdM_538a-117,"Della Faille, Jacques",Haarlem,Bremen,1589,15891121,NA,NA,Dutch,
DvdM_538a-118/119,"Della Faille, Jacques",Haarlem,Bremen,1589,15891212,15891223,NA,Dutch,
DvdM_538a-120,"Della Faille, Jacques",Amsterdam,Bremen,1589,15891114,NA,NA,Dutch,
DvdM_538a-121,"Della Faille, Jacques",Haarlem,Bremen,1589,15891217,15900105,NA,Dutch,
DvdM_538a-122,"Della Faille, Jacques",Haarlem,Bremen,1590,15900114,15900205,NA,Dutch,
DvdM_538a-123/124,"Della Faille, Jacques",Haarlem,Bremen,1590,15900205,15900217,NA,Dutch,Changed received date to new style
DvdM_538a-125,"Della Faille, Jacques",Haarlem,Bremen,1590,15900116,15900205,NA,Dutch,
DvdM_538a-126/127,"Della Faille, Jacques",Haarlem,Bremen,1590,15900220,15900301,NA,Dutch,
DvdM_538a-128,"Della Faille, Jacques",Haarlem,Bremen,1590,15900308,15900319,NA,Dutch,
DvdM_538a-129,"Della Faille, Jacques",Haarlem,Bremen,1590,15900309,NA,NA,Dutch,
DvdM_538a-130,"Della Faille, Jacques",Haarlem,Frankfurt,1590,15900406,NA,NA,Dutch,
DvdM_538a-131,"Della Faille, Jacques",Haarlem,Bremen,1590,15900418,15900427,NA,Dutch,Sent to Andries
DvdM_538a-132/133,"Della Faille, Jacques",Haarlem,Bremen,1590,15900420,NA,NA,Dutch,
DvdM_538a-134,"Della Faille, Jacques",Haarlem,Bremen,1590,15900703,NA,NA,Dutch,
DvdM_538a-135,"Della Faille, Jacques",Haarlem,Bremen,1590,15900724,15900729,NA,Dutch,
DvdM_538a-136/137,"Della Faille, Jacques",Haarlem,Bremen,1590,15900807,15900812,NA,Dutch,
DvdM_538a-138,"Della Faille, Jacques",Haarlem,Bremen,1590,15900814,15900819,NA,Dutch,
