inventory,writer,source,destination,year,date,rec_date,resp_date,language,notes
DvdM_538c-103,"Della Faille, Jacques",Haarlem,Leiden,1596,15960525,15960525,15960526,Dutch,
DvdM_538c-104,"Della Faille, Jacques",Haarlem,Leiden,1596,15960528,15960528,NA,Dutch,
DvdM_538c-105,"Della Faille, Jacques",Haarlem,Leiden,1596,15960529,15960531,15960531,Dutch,
DvdM_538c-106,"Della Faille, Jacques",Haarlem,Leiden,1596,15960601,15960603,NA,Dutch,Contains an account
DvdM_538c-107,"Reyniers, Jacques",Haarlem,The Hague,1596,15960604,15960604,NA,Dutch,At the house of Raatheer Meerganck
DvdM_538c-108,"Della Faille, Jacques",Haarlem,Leiden,1596,15960607,15960607,NA,Dutch,
DvdM_538c-109,"Della Faille, Jacques",Haarlem,Leiden,1596,15960607,15960607,NA,Dutch,
DvdM_538c-110,"Hamels, Josina",Haarlem,Leiden,1596,15960608,15960608,NA,Dutch,
DvdM_538c-111,"Della Faille, Jacques",Haarlem,Leiden,1596,15960608,15960608,NA,Dutch,
DvdM_538c-112,"Della Faille, Jacques",Haarlem,Leiden,1596,15960618,15960618,15960620,Dutch,
DvdM_538c-113,"Della Faille, Jacques",Haarlem,Leiden,1596,15960703,15960703,15960704,Dutch,
DvdM_538c-114,"Della Faille, Jacques",Haarlem,Leiden,1596,15960705,15960705,NA,Dutch,
DvdM_538c-115,"Della Faille, Jacques",Haarlem,Leiden,1596,15960719,15960719,15960727,Dutch,
DvdM_538c-116,"Della Faille, Jacques",Haarlem,Leiden,1596,15960724,15960724,15960727,Dutch,
DvdM_538c-117,"Della Faille, Jacques",Haarlem,Leiden,1596,15960728,15960728,15960803,Dutch,
DvdM_538c-118,"Della Faille, Jacques",Haarlem,Leiden,1596,15960801,15960801,15960807,Dutch,
DvdM_538c-119,"Della Faille, Jacques",Haarlem,Leiden,1596,15960807,15960807,15960807,Dutch,
DvdM_538c-120,"Della Faille, Jacques",Haarlem,Leiden,1596,15960808,15960808,NA,Dutch,
DvdM_538c-121,"Della Faille, Jacques",Haarlem,Leiden,1596,15960820,15960820,NA,Dutch,
DvdM_538c-122,"Della Faille, Jacques",Haarlem,Leiden,1596,15960902,15960902,NA,Dutch,
DvdM_538c-123,"Della Faille, Jacques",Haarlem,Leiden,1596,15960903,15960903,NA,Dutch,
DvdM_538c-124,"Della Faille, Jacques",Haarlem,Leiden,1596,15960914,15960917,15960917,Dutch,
DvdM_538c-125,"Della Faille, Jacques",Haarlem,Leiden,1596,15960919,15960919,15960924,Dutch,
DvdM_538c-126,"Della Faille, Jacques",Haarlem,Leiden,1596,15960920,15960921,15960924,Dutch,
DvdM_538c-127,"Della Faille, Jacques",Haarlem,Leiden,1596,15960923,NA,15960924,Dutch,
DvdM_538c-128,"Della Faille, Jacques",Haarlem,Leiden,1596,15960925,NA,NA,Dutch,
DvdM_538c-129,"Della Faille, Jacques",Haarlem,Leiden,1596,15960929,15961001,15961001,Dutch,
DvdM_538c-130,"Della Faille, Jacques",Haarlem,Leiden,1596,15961007,15961007,15961020,Dutch,
DvdM_538c-131,"Della Faille, Jacques",Haarlem,Leiden,1596,15961008,15961009,15961020,Dutch,
DvdM_538c-132,"Della Faille, Jacques",Haarlem,Leiden,1596,15961014,15961014,15961020,Dutch,
DvdM_538c-133,"Della Faille, Jacques",Haarlem,Leiden,1596,15961015,15961015,15961020,Dutch,
DvdM_538c-134,"Della Faille, Jacques",Haarlem,Leiden,1596,15961017,15961017,15961020,Dutch,
DvdM_538c-135,"Della Faille, Jacques",Haarlem,Leiden,1596,15961021,15961022,NA,Dutch,
DvdM_538c-136,"Della Faille, Jacques",Haarlem,Leiden,1596,15961028,15961028,NA,Dutch,
DvdM_538c-137,"Della Faille, Jacques",Haarlem,Leiden,1596,15961101,15961101,NA,Dutch,
DvdM_538c-138,"Della Faille, Jacques",Haarlem,Leiden,1596,15961111,15961111,15961112,Dutch,
DvdM_538c-139,"Della Faille, Jacques",Haarlem,Leiden,1596,15961113,NA,15961113,Dutch,
DvdM_538c-140,"Della Faille, Jacques",Haarlem,Leiden,1596,15961114,15961115,15961117,Dutch,
DvdM_538c-141,"Della Faille, Jacques",Haarlem,Leiden,1596,15961118,15961118,NA,Dutch,
DvdM_538c-142,"Della Faille, Jacques",Haarlem,Leiden,1596,15961122,15961122,NA,Dutch,
DvdM_538c-143,"Della Faille, Jacques",Haarlem,Leiden,1596,15961125,15961125,NA,Dutch,
DvdM_538c-144,"Della Faille, Jacques",Haarlem,Leiden,1596,15961127,15961128,NA,Dutch,
DvdM_538c-145,"Della Faille, Jacques",Haarlem,Leiden,1596,15961128,15961201,15961201,Dutch,
DvdM_538c-146,"Della Faille, Jacques",Haarlem,Leiden,1596,15961201,NA,NA,Dutch,
DvdM_538c-147,"Della Faille, Hester",Haarlem,Leiden,1596,15961201,NA,NA,Dutch,
DvdM_538c-149,"Della Faille, Jacques",Haarlem,Leiden,1596,15961203,15961203,NA,Dutch,
DvdM_538c-150,"Della Faille, Jacques",Haarlem,Leiden,1596,15961204,15961204,NA,Dutch,
DvdM_538c-151,"Della Faille, Jacques",Haarlem,Leiden,1596,15961207,15961208,NA,Dutch,
DvdM_538c-152,"Della Faille, Jacques",Haarlem,Leiden,1596,15961219,15961220,15961222,Dutch,
DvdM_538c-153,"Della Faille, Jacques",Haarlem,Leiden,1596,15961221,15961221,15961222,Dutch,
DvdM_538c-154,"Della Faille, Jacques",Haarlem,Leiden,1596,15961223,15961223,NA,Dutch,"There is a date for response, but I cannot read it."
DvdM_538c-155,"Della Faille, Jacques",Haarlem,Leiden,1596,15961225,15961225,NA,Dutch,
DvdM_538c-156/157,"Della Faille, Jacques",Haarlem,Leiden,1596,15961225,15961226,15970111,Dutch,
DvdM_538c-158,"Della Faille, Jacques",Haarlem,Leiden,1597,15970104,15970104,15970105,Dutch,
DvdM_538c-159,"Della Faille, Jacques",Haarlem,Leiden,1597,15970106,15970106,15970111,Dutch,
DvdM_538c-160,"Della Faille, Jacques",Haarlem,Leiden,1597,15970109,15970109,15970111,Dutch,
DvdM_538c-161,"Della Faille, Jacques",Haarlem,Leiden,1597,15970113,15970113,15970116,Dutch,
DvdM_538c-162,"Della Faille, Jacques",Haarlem,Leiden,1597,15970114,15970115,15970116,Dutch,
DvdM_538c-163,"Della Faille, Jacques",Haarlem,Leiden,1597,15970117,15970117,15970117,Dutch,
DvdM_538c-164,"Della Faille, Jacques",Haarlem,Leiden,1597,15970122,15970122,NA,Dutch,
DvdM_538c-165,"Della Faille, Jacques",Haarlem,Leiden,1597,15970124,15970124,NA,Dutch,
DvdM_538c-166,"Della Faille, Jacques",Haarlem,Leiden,1597,15970129,15970129,15970210,Dutch,
DvdM_538c-167,"Della Faille, Jacques",Haarlem,Leiden,1597,15970131,15970131,15970201,Dutch,
DvdM_538c-168,"Della Faille, Jacques",Haarlem,Leiden,1597,15970204,15970204,15970212,Dutch,
DvdM_538c-169,"Della Faille, Jacques",Haarlem,Leiden,1597,15970207,15970208,15970210,Dutch,
DvdM_538c-170,"Della Faille, Jacques",Haarlem,Leiden,1597,15970212,15970212,15970215,Dutch,
DvdM_538c-171,"Della Faille, Jacques",Haarlem,Leiden,1597,15970217,15970217,15970219,Dutch,
DvdM_538c-172,"Della Faille, Jacques",Haarlem,Leiden,1597,15970218,15970218,15970219,Dutch,
DvdM_538c-173,"Della Faille, Jacques",Haarlem,Leiden,1597,15970221,15970221,NA,Dutch,"There is a date for response, but I cannot read it."
DvdM_538c-174,"Della Faille, Jacques",Haarlem,Leiden,1597,15970228,15970302,NA,Dutch,
DvdM_538c-175,"Della Faille, Jacques",Haarlem,Leiden,1597,15970306,15970307,15970312,Dutch,
DvdM_538c-176,"Della Faille, Jacques",Haarlem,Leiden,1597,15970311,15970311,15970312,Dutch,
DvdM_538c-177,"Della Faille, Jacques",Haarlem,Leiden,1597,15970313,15970313,15970319,Dutch,
DvdM_538c-178,"Della Faille, Jacques",Haarlem,Leiden,1597,15970330,15970401,NA,Dutch,
DvdM_538c-179,"Della Faille, Jacques",Haarlem,Amsterdam,1597,15970424,15970424,NA,Dutch,
DvdM_538c-180,"Della Faille, Jacques",Haarlem,Leiden,1597,15970427,15970427,15970502,Dutch,
DvdM_538c-181,"Della Faille, Jacques",Haarlem,Leiden,1597,15970501,15970502,15970502,Dutch,
DvdM_538c-182,"Della Faille, Jacques",Haarlem,Leiden,1597,15970506,15970506,NA,Dutch,
DvdM_538c-183,"Della Faille, Jacques",Haarlem,Leiden,1597,15970511,15970511,NA,Dutch,
DvdM_538c-184,"Della Faille, Jacques",Haarlem,Leiden,1597,15970519,NA,NA,Dutch,
DvdM_538c-185,"Della Faille, Jacques",Haarlem,Leiden,1597,15970525,15970526,NA,Dutch,
DvdM_538c-186,"Della Faille, Jacques",Haarlem,Leiden,1597,15970606,15970606,15970607,Dutch,
DvdM_538c-187,"Della Faille, Jacques",Haarlem,Leiden,1597,15970607,15970607,NA,Dutch,
DvdM_538c-188,"Della Faille, Jacques",Haarlem,Leiden,1597,15970608,15970608,NA,Dutch,
DvdM_538c-189,"Della Faille, Jacques",Haarlem,Leiden,1597,15970610,15970611,NA,Dutch,
DvdM_538c-190,"Della Faille, Jacques",Haarlem,Leiden,1597,15970617,15970617,NA,Dutch,"Date sent is not noted, but there is a date for received, so I just made sent date the same."
DvdM_538c-191,"Della Faille, Jacques",Haarlem,Leiden,1597,15970621,15970621,NA,Dutch,
DvdM_538c-192,"Della Faille, Jacques",Haarlem,Leiden,1597,15970703,15970703,NA,Dutch,
DvdM_538c-193,"Della Faille, Jacques",Haarlem,Leiden,1597,15970718,15970718,NA,Dutch,
DvdM_538c-194,"Della Faille, Jacques",Haarlem,Leiden,1597,15970723,15970723,NA,Dutch,
DvdM_538c-195,"Della Faille, Jacques",Haarlem,Leiden,1597,15970729,15970729,NA,Dutch,
DvdM_538c-196,"Della Faille, Jacques",Haarlem,Leiden,1597,15970802,15970802,NA,Dutch,
DvdM_538c-197,"Della Faille, Jacques",Rotterdam,Amsterdam,1597,15970821,15970822,NA,Dutch,Sent to the house of Alart Sicx
DvdM_538c-198,"Della Faille, Jacques",Haarlem,Leiden,1597,15970907,15970907,NA,Dutch,
DvdM_538c-199a,"Della Faille, Jacques",Haarlem,Amsterdam,1597,15970911,15970911,NA,Dutch,
DvdM_538c-199b,"Della Faille, Jacques",Haarlem,Amsterdam,1597,15970919,15970920,15970921,Dutch,
DvdM_538c-200,"Della Faille, Jacques",Haarlem,Leiden,1597,15971013,15971014,15971017,Dutch,
DvdM_538c-201,"Della Faille, Jacques",Haarlem,Leiden,1597,15971020,15971020,NA,Dutch,
DvdM_538c-202,"Della Faille, Jacques",Haarlem,Leiden,1597,15971104,15971104,15971105,Dutch,
DvdM_538c-203,"Della Faille, Jacques",The Hague,Leiden,1597,15971105,15971105,NA,Dutch,
DvdM_538c-204,"Della Faille, Jacques",The Hague,Leiden,1597,15971106,15971106,NA,Dutch,
DvdM_538c-205,"Della Faille, Jacques",Haarlem,Leiden,1597,15971109,15971109,NA,Dutch,
DvdM_538c-207,"Della Faille, Jacques",Haarlem,Leiden,1597,15971120,15971120,NA,Dutch,
DvdM_538c-208,"Della Faille, Jacques",Haarlem,Leiden,1597,15971205,15971205,15971206,Dutch,This letter does not have the date at the top like Jacques usually does. It also does not have an address.
DvdM_538c-209,"Arele, Jacques van ",Haarlem,Leiden,1597,15971208,15971208,NA,Dutch,"Must have been written on behalf of Jacques della Faille, because it says Jacques della Faille on the back."
DvdM_538c-210,"Della Faille, Jacques",Haarlem,Leiden,1597,15971209,15971210,NA,Dutch,
DvdM_538c-211,"Della Faille, Jacques",Haarlem,Leiden,1597,15971222,15971222,NA,Dutch,
DvdM_538c-212,"Della Faille, Jacques",Haarlem,Leiden,1597,15971226,15971226,NA,Dutch,
DvdM_538d-002,"Della Faille, Jacques",Haarlem,Antwerp,1598,15980112,15980129,NA,Dutch,This is in response to Daniel leaving to go see Marten after he said that he was sick.
DvdM_538d-004,"Della Faille, Jacques",Haarlem,Leiden,1598,15980212,15980212,NA,Dutch,
DvdM_538d-005,"Della Faille, Jacques",Amsterdam,Leiden,1598,15980216,15980217,NA,Dutch,
DvdM_538d-006,"Della Faille, Jacques",Haarlem,Leiden,1598,15980221,15980221,NA,Dutch,
DvdM_538d-007,"Della Faille, Jacques",Haarlem,Leiden,1598,15980225,15980225,NA,Dutch,
DvdM_538d-008,"Della Faille, Jacques",Haarlem,Leiden,1598,15980321,15980322,NA,Dutch,
DvdM_538d-009,"Della Faille, Jacques",Haarlem,Leiden,1598,15980408,NA,NA,Dutch,
DvdM_538d-010,"Della Faille, Jacques",Haarlem,Leiden,1598,15980419,15980419,NA,Dutch,
DvdM_538d-011,"Della Faille, Jacques",Haarlem,Leiden,1598,15980426,15980427,NA,Dutch,
DvdM_538d-013,"Della Faille, Jacques",Haarlem,Leiden,1598,15980503,NA,NA,Dutch,
DvdM_538d-014,"Reyniers, Jacques",Haarlem,Leiden,1598,15980509,NA,NA,Dutch,
DvdM_538d-015,"Della Faille, Jacques",Haarlem,Leiden,1598,15980516,15980516,NA,Dutch,
DvdM_538d-016,"Della Faille, Jacques",Haarlem,Leiden,1598,15980531,NA,NA,Dutch,
DvdM_538d-017,"Della Faille, Jacques",Haarlem,Amsterdam,1598,15980609,NA,NA,Dutch,
DvdM_538d-018,"Della Faille, Jacques",Haarlem,Leiden,1598,15980613,15980613,NA,Dutch,
DvdM_538d-019,"Della Faille, Jacques",Haarlem,Leiden,1598,15980722,NA,NA,Dutch,
DvdM_538d-021/22,"Della Faille, Jacques",Haarlem,Leiden,1598,15980809,15980809,15980812,Dutch,
DvdM_538d-023,"Della Faille, Jacques",Haarlem,Leiden,1598,15980819,15980819,15980822,Dutch,
DvdM_538d-024,"Della Faille, Jacques",Haarlem,Leiden,1598,15980908,NA,NA,Dutch,
DvdM_538d-025,"Della Faille, Jacques",Haarlem,Leiden,1598,15980913,15980913,15980914,Dutch,
DvdM_538d-026,"Della Faille, Jacques",Haarlem,Leiden,1598,15980925,15980925,NA,Dutch,
DvdM_538d-027,"Della Faille, Jacques",Haarlem,The Hague,1598,15980929,15980929,NA,Dutch,
DvdM_538d-028,"Della Faille, Jacques",Haarlem,Leiden,1598,15981031,NA,NA,Dutch,
DvdM_538d-029,"Della Faille, Jacques",Haarlem,Leiden,1598,15981114,15981115,NA,Dutch,
DvdM_538d-030,"Della Faille, Jacques",Haarlem,Leiden,1598,15981123,15981124,15981124,Dutch,
DvdM_538d-031,"Della Faille, Jacques",Haarlem,Leiden,1598,15981126,15981126,NA,Dutch,"No date on the letter, but it says it was sent 3 days after the previous letter st 30."
DvdM_538d-032,"Della Faille, Jacques",Haarlem,Leiden,1598,15981127,NA,NA,Dutch,
DvdM_538d-034,"Della Faille, Jacques",Haarlem,Leiden,1598,15981208,NA,NA,Dutch,
DvdM_538d-035,"Della Faille, Jacques",Haarlem,Leiden,1598,15981209,NA,NA,Dutch,
DvdM_538d-036,"Della Faille, Jacques",Haarlem,Leiden,1598,15981216,NA,NA,Dutch,
DvdM_538d-038,"Della Faille, Jacques",Haarlem,Leiden,1598,15981217,15981217,NA,Dutch,
DvdM_538d-039,"Della Faille, Jacques",Haarlem,Leiden,1598,15981219,NA,NA,Dutch,
DvdM_538d-040,"Della Faille, Jacques",Haarlem,Leiden,1598,15981226,15981227,15981227,Dutch,
DvdM_538d-041,"Della Faille, Jacques",Haarlem,Leiden,1599,15990103,15990104,15990104,Dutch,
DvdM_538d-041a,"Della Faille, Jacques",Haarlem,Leiden,1599,15990105,NA,NA,Dutch,
DvdM_538d-042,"Della Faille, Jacques",Haarlem,Leiden,1599,15990109,15990110,NA,Dutch,Letter contains an account
DvdM_538d-043,"Della Faille, Jacques",Haarlem,Leiden,1599,15990120,15990120,NA,Dutch,
DvdM_538d-044,"Della Faille, Jacques",Haarlem,Amsterdam,1599,15990130,15990130,NA,Dutch,
DvdM_538d-045,"Della Faille, Jacques",Haarlem,Leiden,1599,15990205,15990206,15990206,Dutch,
DvdM_538d-046,"Della Faille, Jacques",Haarlem,Leiden,1599,15990206,15990206,15990208,Dutch,
DvdM_538d-047/48,"Della Faille, Jacques",Haarlem,Leiden,1599,15990311,15990311,NA,Dutch,
DvdM_538d-049,"Della Faille, Jacques",Haarlem,Leiden,1599,15990316,15990316,15990317,Dutch,
DvdM_538d-051,"Della Faille, Jacques",Haarlem,Leiden,1599,15990318,15990318,15990322,Dutch,
DvdM_538d-052,"Della Faille, Jacques",Haarlem,Leiden,1599,15990321,15990323,15990324,Dutch,
DvdM_538d-053,"Della Faille, Jacques",Haarlem,Leiden,1599,15990328,15990329,15990329,Dutch,
DvdM_538d-054,"Della Faille, Jacques",Haarlem,Leiden,1599,15990330,NA,NA,Dutch,
DvdM_538d-055,"Della Faille, Jacques",Haarlem,Leiden,1599,15990409,15990409,NA,Dutch,"There is no date on this letter, but I put the date received as the date sent."
DvdM_538d-056,"Della Faille, Jacques",Haarlem,Leiden,1599,15990414,NA,NA,Dutch,
DvdM_538d-057,"Della Faille, Jacques",Haarlem,Leiden,1599,15990419,15990419,NA,Dutch,
DvdM_538d-058,"Della Faille, Jacques",Haarlem,Leiden,1599,15990424,NA,NA,Dutch,
DvdM_538d-059,"Della Faille, Jacques",Haarlem,Leiden,1599,15990425,15990425,NA,Dutch,
DvdM_538d-061/62,"Della Faille, Jacques",Haarlem,Amsterdam,1599,15990515,NA,NA,Dutch,
DvdM_538d-063,"Della Faille, Jacques",Haarlem,Leiden,1599,15990525,NA,NA,Dutch,"Directed to Hester, but addressed to Daniel"
DvdM_538d-064,"Della Faille, Jacques",Haarlem,Leiden,1599,15990527,NA,NA,Dutch,"Directed to Hester, but addressed to Daniel"
DvdM_538d-065,"Della Faille, Jacques",Haarlem,Leiden,1599,15990604,NA,NA,Dutch,"Directed to Hester, but addressed to Daniel"
DvdM_538d-066,"Della Faille, Jacques",Haarlem,Leiden,1599,15990723,15990724,15990726,Dutch,
DvdM_538d-067,"Della Faille, Jacques",Haarlem,Leiden,1599,15990728,15990728,NA,Dutch,
DvdM_538d-068,"Della Faille, Jacques",Haarlem,Leiden,1599,15990730,15990801,NA,Dutch,
DvdM_538d-070,"Della Faille, Jacques",Haarlem,Leiden,1599,15990803,15990803,NA,Dutch,
DvdM_538d-071,"Della Faille, Jacques",Haarlem,Leiden,1599,15990808,15990808,NA,Dutch,
DvdM_538d-073,"Della Faille, Jacques",Haarlem,Leiden,1599,15990905,15990905,15990915,Dutch,
DvdM_538d-074,"Della Faille, Jacques",Haarlem,Leiden,1599,15990923,15990923,15991006,Dutch,
DvdM_538d-075,"Della Faille, Jacques",Haarlem,Leiden,1599,15991007,15991010,15991010,Dutch,
DvdM_538d-076,"Della Faille, Jacques",Haarlem,Leiden,1599,15991106,15991108,15991109,Dutch,
DvdM_538d-078,"Hamels, Josina",Haarlem,Leiden,1599,15991108,NA,15991109,Dutch,
DvdM_538d-079,"Della Faille, Jacques",Haarlem,Leiden,1599,15991109,15991109,15991110,Italian,
DvdM_538d-080,"Della Faille, Jacques",Haarlem,Leiden,1599,15991112,15991112,NA,Dutch,
DvdM_538d-081,"Della Faille, Jacques",Haarlem,Leiden,1599,15991113,15991113,NA,Dutch,
DvdM_538d-082,"Della Faille, Jacques",Haarlem,Leiden,1599,15991115,15991116,15991117,Dutch,
DvdM_538d-083,"Della Faille, Jacques",Haarlem,Leiden,1599,15991204,15991211,15991215,Dutch,
DvdM_538d-084,"Della Faille, Jacques",Haarlem,Middelburg,1599,15991211,15991224,NA,Dutch,
DvdM_538d-086,"Della Faille, Jacques",Haarlem,Leiden,1599,15991224,15991224,15991228,Dutch,
DvdM_538d-087,"Della Faille, Jacques",Haarlem,Leiden,1600,16000103,16000103,16000104,Dutch,Back of the letter says that it was noch geschreven on 8 January
DvdM_538d-088,"Della Faille, Jacques",Haarlem,Leiden,1600,16000113,16000114,NA,Dutch,
DvdM_538d-089,"Della Faille, Jacques",Haarlem,Leiden,1600,16000131,16000201,NA,Dutch,"No specific date, but it seems to be from last day of January, because it says 1 February on the back."
DvdM_538d-090,"Wissel, Hendrick van",Haarlem,Leiden,1600,16000302,16000302,NA,Dutch,
DvdM_538d-091,"Della Faille, Jacques",Haarlem,Leiden,1600,16000302,16000302,NA,Dutch,
DvdM_538d-092,"Hamels, Josina",Haarlem,Bremen,1600,16000316,16000615,NA,Dutch,"Addressed to Leiden, but actually sent to Bremen. Not sure why there was such a delay."
DvdM_538d-093/94,"Della Faille, Jacques",Haarlem,Leiden,1600,16000323,16000325,NA,Dutch,
DvdM_538d-095,"Della Faille, Jacques",Haarlem,Leiden,1600,16000325,16000326,NA,Dutch,
DvdM_538d-096,"Della Faille, Jacques",Haarlem,Middelburg,1600,16000327,16000407,NA,Dutch,
DvdM_538d-097,"Della Faille, Jacques",Haarlem,Leiden,1600,16000422,16000424,16000504,Dutch,
DvdM_538d-098,"Della Faille, Jacques",Haarlem,Leiden,1600,16000429,16000429,NA,Dutch,
DvdM_538d-099/100,"Della Faille, Jacques",Haarlem,Leiden,1600,16000509,NA,16000511,Dutch,
DvdM_538d-101,"Della Faille, Jacques",Haarlem,Leiden,1600,16000523,16000523,NA,Dutch,
DvdM_538d-102,"Della Faille, Jacques",Haarlem,Leiden,1600,16000527,NA,NA,Dutch,
DvdM_538d-103,"Poll, Cornelis van den",The Hague,Leiden,1600,16000531,NA,NA,Dutch,Cornelis van den Poll was the attorney of Jacques in DFL 8-29. Also sent to Jacques.
DvdM_538d-104,"Wissel, Hendrick van",Haarlem,Leiden,1600,16000601,16000601,16000603,Dutch,
DvdM_538d-105,"Wissel, Hendrick van",Haarlem,Leiden,1600,16000605,16000605,NA,Dutch,Also includes writing from Josina Hamels at the bottom.
DvdM_538d-106,"Wissel, Hendrick van",Haarlem,Leiden,1600,16000607,16000607,NA,Dutch,
DvdM_538d-107,"Hamels, Josina",Haarlem,Amsterdam,1600,16000612,16000612,NA,Dutch,
DvdM_538d-108,"Hamels, Josina",Haarlem,Amsterdam,1600,16000613,16000613,NA,Dutch,
DvdM_538d-110,"Della Faille, Jacques",Haarlem,Leiden,1600,16000627,16000627,NA,Dutch,
DvdM_538d-111,"Della Faille, Jacques",Haarlem,Leiden,1600,16000702,NA,NA,Dutch,
DvdM_538d-112,"Della Faille, Jacques",Haarlem,Leiden,1600,16000708,16000708,16000720,Dutch,
DvdM_538d-113,"Della Faille, Jacques",Haarlem,Leiden,1600,16000716,16000716,16000720,Dutch,
DvdM_538d-114,"Hamels, Josina",Haarlem,Leiden,1600,16000729,NA,NA,Dutch,
DvdM_539-01,"Della Faille, Joris",Dordrecht,Haarlem,1585,15850325,NA,NA,Dutch,RGP-100. Son of Marten. Likely from Dordrecht.
DvdM_539-02,"Malapert, Nicolas",Frankfurt,Leiden,1600,16000515,NA,NA,NA,Changed date to new style. Received date is unclear.
DvdM_540,"Della Faille, Piat",Verona,Leiden,1598,15980530,15980615,NA,Italian,Must have been sent along with letter from Maria della Faille (273-2)
DvdM_548-01,"Goyvaerts, Hendrick",Frankfurt,Antwerp,1582,15820922,NA,NA,NA,
DvdM_553-01,"Hoest, Mattheus de",Antwerp,Delft,1584,15841110,NA,NA,Dutch,RGP-37
DvdM_553-02,"Hoest, Mattheus de",Antwerp,Middelburg,1588,15881102,NA,NA,Dutch,
DvdM_553-03,"Hoest, Mattheus de",Leiden,Antwerp,1591,15910212,NA,NA,Dutch,
DvdM_553-04,"Hoest, Mattheus de",Leiden,Bremen,1591,15910920,NA,NA,Dutch,
DvdM_553-05,"Hoest, Mattheus de",Leiden,Leiden,1591,15911010,NA,NA,NA,
DvdM_553-06,"Hoest, Mattheus de",Leiden,Antwerp,1594,15940829,15940910,NA,Dutch,
DvdM_553-07,"Hoest, Mattheus de",Leiden,Antwerp,1594,15940916,15940923,NA,Dutch,
DvdM_553-08,"Hoest, Mattheus de",Leiden,Bremen,1595,15950120,15950201,NA,Dutch,
DvdM_553-09,"Hoest, Mattheus de",Leiden,Haarlem,1595,15950705,NA,NA,Dutch,To the house of Jacques della Faille
DvdM_553-10,"Hoest, Mattheus de",Leiden,Middelburg,1599,15991212,15991216,NA,Dutch,
DvdM_558-001,"Janssen van der Meulen, Peeter",Antwerp,Delft,1584,15841029,NA,NA,Dutch,RGP-29
DvdM_558-001a,"Janssen van der Meulen, Peeter",Antwerp,Delft,1584,15841109,NA,NA,Dutch,RGP-35
DvdM_558-002,"Janssen van der Meulen, Peeter",Antwerp,Delft,1584,15841210,NA,NA,Dutch,RGP-57
DvdM_558-003,"Janssen van der Meulen, Peeter",Antwerp,Delft,1584,15841230,NA,NA,Dutch,RGP-63
DvdM_558-004,"Janssen van der Meulen, Peeter",Antwerp,Delft,1585,15850904,NA,NA,Dutch,RGP-171. No listed destination.
DvdM_558-005,"Janssen van der Meulen, Peeter",Antwerp,Delft,1585,15850906,NA,NA,Dutch,RGP-LXV. Addressed to Andries
DvdM_558-006,"Janssen van der Meulen, Peeter",Stade,Bremen,1589,15890618,15890619,NA,Dutch,
DvdM_558-007,"Janssen van der Meulen, Peeter",Stade,Bremen,1589,15890806,NA,NA,NA,
DvdM_558-008,"Janssen van der Meulen, Peeter",Lille,Vlissingen,1589,15901216,NA,NA,Dutch,In the fleet to Lille.
DvdM_558-009,"Janssen van der Meulen, Peeter",Middelburg,Antwerp,1591,15910213,NA,NA,Dutch,St 9-10: 13 February 1591 and 25 February 1591
DvdM_558-010,"Janssen van der Meulen, Peeter",Middelburg,Antwerp,1591,15910225,NA,NA,Dutch,
DvdM_558-011,"Janssen van der Meulen, Peeter",Newbury,Bremen,1591,15910816,NA,NA,Dutch,Changed date to new style
DvdM_558-012,"Janssen van der Meulen, Peeter",Newbury,Bremen,1591,15910917,15911026,NA,Dutch,Changed both dates to new style
DvdM_558-013,"Janssen van der Meulen, Peeter",Newbury,Bremen,1591,15911019,15911118,NA,Dutch,Changed both dates to new style
DvdM_558-014,"Janssen van der Meulen, Peeter",Newbury,Leiden,1591,15911114,NA,NA,NA,Changed date to new style. Addressed to Bremen but received in Leiden.
DvdM_558-015,"Janssen van der Meulen, Peeter",Newbury,Leiden,1591,15911208,NA,NA,Dutch,Changed date to new style. Addressed to Bremen but received in Leiden.
DvdM_558-016,"Janssen van der Meulen, Peeter",Newbury,Leiden,1591,15911224,15920105,NA,Dutch,Changed date to new style
DvdM_558-017,"Janssen van der Meulen, Peeter",Newbury,Leiden,1592,15920203,15920224,NA,Dutch,Changed date to new style
DvdM_558-018,"Janssen van der Meulen, Peeter",Newbury,Leiden,1592,15920219,15920315,NA,Dutch,Changed date to new style
DvdM_558-019,"Janssen van der Meulen, Peeter",Newbury,Leiden,1592,15920311,15920322,NA,Dutch,Changed date to new style
DvdM_558-020,"Janssen van der Meulen, Peeter",Newbury,Leiden,1592,15920414,NA,NA,Dutch,Changed date to new style
DvdM_558-021,"Janssen van der Meulen, Peeter",Newbury,Leiden,1592,15920510,15920601,NA,Dutch,Changed date to new style
DvdM_558-022,"Janssen van der Meulen, Peeter",Newbury,Leiden,1592,15920623,15920702,NA,Dutch,Changed date to new style
DvdM_558-023,"Janssen van der Meulen, Peeter",Newbury,Leiden,1592,15920810,15920925,NA,Dutch,Changed date to new style
DvdM_558-024,"Janssen van der Meulen, Peeter",Newbury,Leiden,1592,15920922,15921013,NA,Dutch,Changed date to new style
DvdM_558-025–6,"Janssen van der Meulen, Peeter",London,Leiden,1592,15921031,15921108,NA,Dutch,Changed date to new style
DvdM_558-027,"Janssen van der Meulen, Peeter",London,Leiden,1592,15921122,15921208,NA,Dutch,Changed date to new style
DvdM_558-028,"Janssen van der Meulen, Peeter",Leiden,Delft,1593,15930121,15930121,NA,Dutch,
